,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tên vật tư,Mã,Mã vật tư tính giá,Đvt,Đvt hộp,Hệ số hộp,Đvt M2,Hế số M2,Loại vật tư,Mã nhóm mẹ,Hãng sản xuất,Nhóm hàng,Sản phẩm,Thuế TTĐB,Đơn vị cơ sở,Quy cách,Quy cách Code,Id,Ngày tạo mới
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28217",TSCD0091,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21121,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN-27930",TSCD0092,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21122,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28186",TSCD0093,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21123,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28426",TSCD0094,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21124,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28266",TSCD0095,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21125,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28441",TSCD0096,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21126,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28209",TSCD0097,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21127,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28267",TSCD0098,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21128,1/18/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28259",TSCD0099,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21129,1/18/2019
Xe nâng FDZN30-28316 CN Đăk Nông,TSCD0100,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21130,2/15/2019
Phần mềm Bravo 7 của Unimax,TSCD0101,,Bộ,, ,, ,Dịch vụ,TSCD,,DV,,0%,,bo,BỘ,21131,2/20/2019
"Mua ô tô tải 4,995 tấn, hiệu: Foton Thaco Ollin500E4-CS/TL, SK: RNHA10FAJC086609, SM: YZ4DA2-40*BD06001286*  ( xe mới 100%), BKS: 77C-175.98, màu trắng",TSCD0102,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21132,2/23/2019
"Ô tô tải 4,995 tấn, BKS: 81C-162.68, hiệu: Foton Thaco Ollin500E4-CS/TL, SK: RNHA10FAJC086607, SM: YZ4DA2-40*BD06001311*  ( xe mới 100%),màu trắng",TSCD0103,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21133,2/28/2019
"XE Ô TÔ TẢI 2,4 TẤN HIỆU FOTON THACO OLLIN345 E4-CS/TL-240 BSX: 51D-346.10, màu trắng, số máy: 4J28TC*J028569*, số khung: RNHA07FFAJC088332",TSCD0104,,chiêc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21134,2/28/2019
"Ô tô tải 2,4 tấn, hiệu: Foton Thaco Ollin345E4-CS/TL240, SK: RNHA07FAJC088311 SM: 4J28TC*J028559  ( xe mới 100%), BKS: 77C-175.28, màu xanh",TSCD0105,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21135,3/1/2019
"Ô tô tải 4.995kg,BKS: 81C-162.42, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086607, SM: YZ4DA2-40*BD06001311",TSCD0106,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21136,3/1/2019
Xe ô tô tải 4.995 tấn Ollin; SK: JC086596; SM: 06001304 (48C-058.11),TSCD0107,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21137,3/5/2019
Xe ô tô tải 4.995 tấn Ollin; SK: JC086595; SM: 06001269 (48C-057.27),TSCD0108,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21138,3/5/2019
"Ô tô tải 4.995kg,BKS: 47C-204.65, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086608, SM: YZ4DA2-40*BD06001292",TSCD0109,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21139,3/5/2019
"Ô tô tải 4.995kg,BKS: 47C-204.09, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086610, SM: YZ4DA2-40*BD06001245",TSCD0110,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21140,3/5/2019
"XE Ô TÔ TẢI 2,4 TẤN OLLIN345 (79C-153.95), màu xanh, số khung: RNHA700ECHC088310,  số máy: 4J28TC*J028612*",TSCD0111,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21141,3/5/2019
"Ô tô tải 4.995kg,BKS: 79C-152.39, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086613, SM: YZ4DA2-40*BD06001255",TSCD0112,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21142,3/6/2019
"Ô tô tải 4.995kg,BKS: 63C-132.16, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086611, SM: YZ4DA2-40*BD06001249",TSCD0113,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21143,3/6/2019
"Ô tô tải 4.995kg,BKS: 63C-132.83, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086612, SM: YZ4DA2-40*BD06001275",TSCD0114,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21144,3/6/2019
"Ô tô tải 4.995kg,BKS: 60C-46301, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086633, SM: YZ4DA2-40*BD06001265",TSCD0115,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21145,3/6/2019
"Ô tô tải 4.995kg,BKS: 66C-095.97, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086594, SM: YZ4DA2-40*BD06001253",TSCD0116,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21146,3/6/2019
"Ô tô tải 4.995kg,BKS: 66C-099.64, hiệu: Foton Thaco Ollin500.E4-CS/TL, SK: RNHA10FWAJC086635, SM: YZ4DA2-40*BD06001343",TSCD0117,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21147,3/6/2019
xe tải 2.4 tấn hiệu Ollin BKS: 51D-120.81 của Unis (CN Bình Tân),TSCD0118,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21148,3/11/2019
Xe tải Oliin 345 BKS 51D.121.84 của Unis (CN Quận 12),TSCD0119,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21149,3/11/2019
"Xe ô tô tải 4.995 tấn Ollin; số máy: YZ4DA2-40*BD06001244, số khung:RNHA1 0FWAJC086630, BKS: 51D-455.19",TSCD0120,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21150,3/21/2019
"Xe ô tô tải 4.995 tấn; hiệu Foton Thaco Oliin 500E4-CS/TL, số máy: YZ4DA2-40*BD0600283, số khung:RNHA1 0FWAJC086631, BKS: 51D-457.26",TSCD0121,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21151,3/21/2019
"Xe ô tô tải2.400kg, hiệu Foton Thaco Ollin345, SK: RNHA07FFAJC088312, SM: 4J28TC*J028583, BKS: 43C-205.83",TSCD0122,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21152,3/26/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28584",TSCD0123,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21153,3/28/2019
"Xe nâng hàng động cơ dầu hiệu Toyota mới 100%, FDZN30-28637",TSCD0124,,chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,FDZN30,FDZN30,21154,3/28/2019
Xe nâng Toyota FDZN30 - 28739 CN Q9,TSCD0125,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21155,3/28/2019
Xe nâng Toyota FDZN30 - 28669 CN Lâm Đồng,TSCD0126,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21156,3/28/2019
Xe nâng Toyota FDZN30 - 28596 CN Vũng Tàu,TSCD0127,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21157,3/28/2019
Xe tải  BKS 43C-172.86 của Unis (CN Vũng Tàu),TSCD0128,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21158,4/9/2019
Xe tải  BKS: 51D-120.22 của Unis (CN Lâm Đồng),TSCD0129,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21159,4/9/2019
Phần mềm Bravo Unimax,TSCD0130,,Bản,, ,, ,Dịch vụ,TSCD,,DV,,0%,,CAI,CAI,21160,4/9/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990-CS/TL, SK: RNHA245ACJC088596, SM: K14B-A-J009403-15, màu trắng, BKS: 51D-350.62",TSCD0131,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21161,4/9/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990-CS/TL, SK: RNHA245ACJC088594, SM: K14B-A-J009405-15, màu trắng, BKS: 60C-470.60",TSCD0132,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21162,4/9/2019
"Xe ô tô tải 2.4 tấn, hiệu Thaco Ollin345 E4-CS/TL-240, SK: RNHA07FFAJC088321, SM: 4J28TC- J028566, màu trắng. BKS: 51D-351.94",TSCD0133,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21163,4/9/2019
"Máy chủ HP DL 380 Gen10 (Chíp Intel Xeon Siler 4110x2, ram HP 16GB DDR4-2666x6, ổ cứng HP 600GB SAS 10K 2.5x8, smart Arry P408i-a, PSU 500Wx2)",TSCD0134,,Bộ,, ,, ,Dịch vụ,TSCD,,DV,,0%,,bo,BỘ,21164,4/12/2019
"Máy chủ HP DL 380 Gen10 (Chíp Intel Xeon Siler 4110x2, ram HP 16GB DDR4-2666x6, ổ cứng HP 600GB SAS 10K 2.5x8, smart Arry P408i-a, PSU 500Wx2)",TSCD0134B,,Bộ,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21165,5/21/2019
Xe nâng Nissan WF03 (đã thanh lý),TSCD0135,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21166,4/17/2019
"Xe ô tô 5 chổ Honda- CRV, BKS: 51G-247.38",TSCD0136,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21167,4/18/2019
"Xe ô tô tải 4.995kg hiệu Foton, Thaco Ollin500E4-CS/TL. SK: RNHA10FWAJC086634, SM: YZ4DA2-40* BD06001258",TSCD0137,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21168,4/18/2019
"Xe ô tô tải 4.995kg hiệu Foton, Thaco Ollin500E4-CS/TL. SK: RNHA10FWAJC086632, SM: YZ4DA2-40* BD06001233",TSCD0138,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21169,4/18/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990-CS/TL, SK: RNHA245ACJC088597, SM: K14B-A-J009380-15, BKS: 77C-179.19",TSCD0139,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21170,4/27/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990-CS/TL, SK: RNHA245ACJC086955, SM: K14B-A-J00993-15, BKS: 79C-156.83",TSCD0140,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21171,4/27/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990-CS/TL, SK: RNHA245ACJC08595, SM: K14B-A-J009408-15, BKS: 43C-210.90",TSCD0141,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21172,4/27/2019
Xe ô tô tải 2.4 tấn Ollin; SK: JC073815; SM: H032523 (51D-353.68),TSCD0142,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21173,5/6/2019
"Xe ô tôt tải 4.995kg hiệu Foton Thaco Ollin500.E4-CS/TL. Sk: RNHA10FWAKC089901, sm: YZ4DA2-40*BD08001782, BKS: 60C-479.68",TSCD0143,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21174,6/22/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990, BKS: 63C-137.77",TSCD0144,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21175,6/26/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990, BKS: 51D-355.96",TSCD0145,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21176,6/26/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990, BKS: 64C-076.94",TSCD0146,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21177,6/26/2019
"Xe ô tô tải 3.49 tấn, hiệu Thaco Ollin350, BKS: 51D-483.60",TSCD0147,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21178,6/26/2019
"Xe ô tô tải 990kg, hiệu Thaco Towner990-CS/TL, SK: RNHA245ACKC096427, SM: K14B-A K001364-15, BKS:  51D-357.39",TSCD0148,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21179,7/10/2019
Xe nâng Toyota FDZN30 - 28987 CN Bình Tân,TSCD0149,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21180,7/10/2019
Xe nâng Toyota FDZN30 - 28952 CN Tiền Giang,TSCD0150,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21181,7/10/2019
Xe tải Foton 51D-309.10,TSCD0151,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21182,8/16/2019
Mua xe tải 3.5 tấn Foton BKS: 51D-483.60,TSCD0152,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21183,9/12/2019
Xe nâng Toyota FDZN30 - 29003 CN Vĩnh Long,TSCD0153,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21184,9/12/2019
Mua xe Kia Morning màu trắng BKS: 51G-047.54,TSCD0154,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21185,9/13/2019
Xe nâng Nissan WF03 Unimax chuyển về,TSCD0155,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21186,10/16/2019
Xe nâng Toyota FDZN30-29773,TSCD0156,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21187,11/5/2019
"Mua xe bán tải CN Dak Nông Unis qua CN Dak Lak UM, BKS: 51D-144.32",TSCD0157,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21188,11/7/2019
"Mua xe  tải VPT Unis qua CN Quận 9 UM, BKS: 51D-355.96",TSCD0158,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21189,11/7/2019
"Mua xe ô tô tải từ CN Cà Mau Unis qua CN Đồng Nai UM, BKS: 51D-316.38",TSCD0159,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21190,11/26/2019
Xe 60C-470.60 Unimax chuyển về Unis,TSCD0160,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21191,12/2/2019
Xe ô tô Audi Q7 (51H-615.04),TSCD0161,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21192,12/31/2019
Xe ô tô Toyota Land Cruiser (51H-621.76),TSCD0162,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21193,1/21/2020
"Xe bán tải nhãn hiệu Mazda BT50 , BKS: 51C-926.26",TSCD0163,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21194,2/13/2020
Xe 2.4 tấn 51D-341.47 (Unimax CN Q9 chuyển về),TSCD0164,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21195,2/14/2020
Xe nâng Toyota FDZN30-28637 (Unimax chuyển về),TSCD0165,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21196,2/14/2020
Xe ô tô Mitsubishi Triton 51D-097.12,TSCD0166,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21197,2/20/2020
Xe ô tô tải 4.995 tấn Ollin; SK: JC086595; SM: 06001269 (48C-057.27) UNis chuyển qua Bình Phước,TSCD0167,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21198,3/3/2020
Xe nâng FDZN30-28316 CN Unis chuyển qua CN Xuân Lộc,TSCD0169,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21199,3/3/2020
Xe nâng Toyota FDZN30-28637 từ CN Unis chuyển qua CN Cà Mau,TSCD0170,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21200,3/3/2020
Xe 2.4 tấn 51D-341.47 từ CN Unis chuyển qua CN Vũng Tàu,TSCD0172,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21201,3/3/2020
Xe ô tô tải 2.4 tấn Ollin; SK: HC039092; SM: 009312 (51D-315.79) từ CN Unis chuyển qua Vũng Tàu,TSCD0173,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21202,3/3/2020
Xe 51D-350.62 Unimax chuyển về Unis,TSCD0174,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21203,3/7/2020
"Ô tô tải 5 chổ Mitsubishi, BKS: 51D-378.26",TSCD0175,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21204,3/10/2020
"Ô tô tải 5 chổ Mitsubishi, BKS: 51D-379.85",TSCD0176,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21205,3/10/2020
"Ô tô tải 5 chổ Mitsubishi, BKS: 51D-378.44",TSCD0177,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21206,3/10/2020
"Ô tô tải 5 chổ Mitsubishi, BKS: 51D-379.02",TSCD0178,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21207,3/10/2020
"Ô tô tải 5 chổ Mitsubishi, BKS: 51D-378.09",TSCD0179,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21208,3/10/2020
"Ô tô tải 5 chổ Mitsubishi, BKS: 51D-379.47",TSCD0180,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21209,3/10/2020
Xe Mitsubishi Triton (51D-378.80),TSCD0181,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21210,3/13/2020
Xe Mitsubishi Triton (51D-379.42),TSCD0182,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21211,3/14/2020
Xe Mitsubishi Triton (51D-378.18),TSCD0183,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21212,3/14/2020
"Xe ô tô tải Frontier 1,25tấn (43C-158.85) Quảng Ngãi UM mua của Đà Nẵng Unis",TSCD0184,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21213,3/16/2020
Xe ô tô tải 4.995 tấn Ollin; SK: HC033971; SM: 09013321* (51D-170.52) Bình Phước UM mua của Bình Phước Unis,TSCD0185,,Xe,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21214,3/16/2020
Xe ô tô tải 2.4 tấn Ollin (51C-129.29),TSCD0186,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21215,3/18/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 60C-529.85",TSCD0187,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21216,3/21/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 60C-528.03",TSCD0188,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21217,3/21/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 69C-059.67",TSCD0189,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21218,3/21/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 69C-057.65",TSCD0190,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21219,3/21/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 51D-548.71",TSCD0191,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21220,3/21/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 51D-546.22",TSCD0192,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21221,3/21/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 86C-134.23",TSCD0193,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21222,3/21/2020
"Mua ô tô tải 4.995kg hiệu Foton, BKS: 51D-637.07",TSCD0194,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21223,3/21/2020
Xe nâng Komatsu FD35-7 CN Quận 7 Unis về CN Quảng Ngãi,TSCD0195,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21224,4/3/2020
Xe tải BKS; 51D-167.58 từ CN Quận 12  Unis qua Vũng Tàu UM,TSCD0196,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21225,5/5/2020
Xe ô tô tải 2.4 tấn Ollin (51C-129.29) UM chuyển về lại,TSCD0197,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21226,5/5/2020
Xe nâng Komatsu mua từ CN Quận 12 sang Bình Tân,TSCD0198,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21227,5/9/2020
Xe nâng Komatsu FD 40.5 (SK: M1283-34364) Unimax chuyển sang Unis,TSCD0199,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21228,5/20/2020
"Xe ô tô tải Frontier 1,25tấn (43C-158.85) Unimax chuyển sang Unis",TSCD0200,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21229,5/20/2020
Xe 2.4 tấn 51D-341.47 (Unimax chuyển sang Unis CN Khánh Hòa),TSCD0201,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21230,5/20/2020
Xe Mitsubishi BKS: 51D-379.47 (Unimax chuyển về Unis),TSCD0202,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21231,5/21/2020
Xe nâng Toyota FDZN30 - 30183 CN AN Giang UM,TSCD0203,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21232,6/15/2020
Xe nâng Toyota FDZN30 - 30247 CN Phú Yên,TSCD0204,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21233,6/15/2020
Xe ô to tải BKS: 51D-379.42,TSCD0205,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,xetai,XETAI,21234,6/23/2020
"Xe ô tô tải 3.49 tấn, hiệu Thaco Ollin350, BKS: 51D-483.60 (UM chuyển về lại UN)",TSCD0206,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21235,6/23/2020
"Xe ô tô tải 4.995kg Foton Thaco Ollin500, BKS 63C-156.81",TSCD0207,,Chiếc,, ,, ,Vật tư hàng hóa,TSCD,,DV,,0%,,TAI SAN,TAISAN,21236,7/2/2020
"Xe ô tô tải 4.995kg Foton Thaco Ollin500, BKS 43C-239.64",TSCD0208,,Chiếc,, ,, ,Vật tư hàng hóa,TSCD,,DV,,0%,,TAI SAN,TAISAN,21237,7/2/2020
Xe  ô tô tải Ford Ranger (51D-144.32) UM chuyển về lại Unis,TSCD0209,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21238,7/5/2020
"Xe ô tô con Kia Morning, BKS: 51G-047.54 - UM chuyển về lại UN",TSCD0210,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21239,7/8/2020
"Xe ô tô tải 4.995kg Foton Thaco Ollin500, BKS 43C-239.41",TSCD0211,,Chiếc,, ,, ,Vật tư hàng hóa,TSCD,,DV,,0%,,TAI SAN,TAISAN,21240,7/9/2020
"Xe ô tô tải 4.995kg Foton Thaco Ollin500, BKS 63C-157.64",TSCD0212,,Chiếc,, ,, ,Vật tư hàng hóa,TSCD,,DV,,0%,,TAI SAN,TAISAN,21241,7/9/2020
"Xe ô tô tải 990kg, hiệu Thaco Towner990-CS/TL, SK: RNHA245ACJC086955, SM: K14B-A-J00993-15, BKS: 79C-156.83(UM Khánh Hòa chuyển CN Khánh Hòa)",TSCD0213,,Chiếc,, ,, ,Dịch vụ,TSCD,,DV,,0%,,TAI SAN,TAISAN,21242,7/29/2020
